id,person_id,place_id,earliest_attested_day,earliest_attested_year,earliest_attested_month,latest_attested_day,latest_attested_year,latest_attested_month,role,hypothesized,resident,source,movement_notes
1249,157,124,,1568,,,,,Merchant,false,true,"<p>Calderini De Marchi, Jacopo Corbinelli, p. 40.</p>",<p>1568: He appears in a letter of Jacopo Corbinelli.</p>
1636,156,193,,1568,11,,,,Military leader,false,false,"<p>BAM, B 9 inf., c. 7r</p>",<p>He was engaged in the siege of a castle near Moulins. He was mentioned in a letter of Jacopo Corbinelli.</p>
1635,440,193,,1568,11,,,,Soldier,false,false,"<p>BAM, B 9 inf., c. 7r</p>",<p>He was engaged in the siege of a castle near Moulins. He was mentioned in a letter of his brother Jacopo.</p>
1245,153,1,1568-01-05,1568,1,,1568,4,Exile,false,false,"<p>Calderini De Marchi, Jacopo Corbinelli, pp. 38-39.</p>",<p>He sent letters from Paris to Vincenzo Pinelli and Francesco Bandini.</p>
1254,158,161,,1568,11,,,,Exile,false,false,"<p>Calderini De Marchi, Jacopo Corbinelli, p. 41.</p>","<p>In his journey from Lyon to Paris with Jacopo Corbinelli, he stayed in Moulins for a few days.</p>"
1317,80,1,1567-05-04,1567,5,,,,,false,false,"<p>Campitelli, Un diplomatico in esilio, p. 258.</p>",<p>He was mentioned in letters of Catherine de Medici and the King Charles IX to the Duke of Florence Cosimo I de' Medici.</p>
1324,153,124,,1566,3,1566-09-30,1566,9,Exile,false,false,"<p>Calderini De Marchi, Jacopo Corbinelli, pp. 34-37.</p>",<p>He sent letters to Vincenzo Pinelli.</p>
1634,440,1,,1566,1,,,,Exile,false,false,"<p>Calderini De Marchi, Jacopo Corbinelli, p. 33</p>",<p>He was mentioned in a letter of his brother Jacopo.</p>
1323,153,1,,1566,2,,,,Exile,false,false,"<p>Calderini De Marchi, Jacopo Corbinelli, pp. 32-33.</p>","<p>In a letter to Vincenzo Pinelli (10-2-1566), Corbinelli told that he was going to move to Paris.</p>"
1229,153,124,1566-02-10,1566,2,,,,Exile,false,false,"<p>Calderini De Marchi, Jacopo Corbinelli, p. 32.</p>",<p>He sent a letter to Vincenzo Pinelli.</p>
1316,80,1,1565-12-15,1565,12,1566-03-27,1566,3,Agent of the Duke Ottavio Farnese,false,false,"<p>ASPr: Epistolario Scelto, Cavalcanti Giovanni 12, Lettere 2-4.</p>",<p>He sent letters to the Duke of Parma Ottavio Farnese.</p>
1322,153,1,,1565,,,,,Exile,true,false,,
1257,70,124,,1565,,,1568,,,true,true,,
1075,108,124,1564-06-29,1564,6,,,,Merchant,false,false,"<p>ASPr: Epistolario Scelto, Cavalcanti Giovanni 12, Lettera 5.</p>",<p>1564: He was mentioned in a letter of Giovanni Cavalcanti.</p>
1529,553,177,,1564,,,,,Clergyman,false,true,"<p>Picot, Les italiens en France, pp. 95-96</p>",<p>He was a canon of ST. Hilary in Poitiers.</p>
1513,108,1,,1564,5,,,,Merchant,false,false,"<p>ASPr, Epistolario Scelto, Cavalcanti Giovanni 12, Lettera 5</p>",<p>We know that he was in Paris from a letter of Giovanni Cavalcanti (June 1564).</p>
954,70,124,,1564,,,,,Banker,false,true,"Picot, Les italiens en France, p. 107",<p>He had business in Lyon.</p>
1399,325,124,1564-04-12,1564,4,,,,Merchant,false,false,"<p>SNSPi, Archivio Salviati, Il Diplomatico, Filze 1, XXVI, num. 428</p>",<p>Bill of exchange sent from Vincenzo Sani of Florence to Pier Antonio Bandini in Lyon against Filippo Salviati</p>
1079,79,130,,1564,7,,,,,false,true,"<p>Jouan, Voyage du Roi Charles IX en France (1865), p. 288.</p>",<p>She gave hospitality to the Queen Catherine de' Medici and his son the King Charles IX.</p>
1398,324,124,1564-04-12,1564,4,,,,Merchant,false,true,"<p>SNSPi, Archivio Salviati, Il Diplomatico, Filze 1, XXVI, num. 428</p>",<p>Bill of exchange sent from Vincenzo Sani in Florence to Pier Antonio Bandini in Lyon against Filippo Salviati</p>
1242,147,1,1563-08-29,1563,8,1563-12-03,1563,12,Merchant,false,false,"<p>ASMo, Archivio Segreto Estense, Cancelleria Sez. Estero, Carteggio di oratori, agenti e corrispondenti fuori d'Italia, Francia, busta 38</p>",<p>His name appears in letters of the ambassador Giulio Alvarotti to the Duke Alfonso II d'Este. Gondi gives financial advices to Alvarotti.</p>
952,85,1,,1563,,,,,Merchant,false,false,"Picot, les italiens en France, p. 90",<p>Death.</p>
1312,67,1,,1563,,,,,,false,true,"<p>DBI, ad vocem.</p>",<p>Death.</p>
1027,80,124,1563-04-25,1563,4,1564-07-29,1564,7,,false,false,"<p>25-4-1563: Campitelli, un diplomatico in esilio, p. 258-</p>
<p>29-7-1564: ASPr: Epistolario Scelto, Cavalcanti Giovanni, 12, lettera 5.</p>","<p>He sent letters from Lyon.</p>
<p>25-4-1563: He sent a letter from Rome to the Duke Ottavio Farnese, telling him that he was going to move to France after the death of his brother-in-law Albizzo Del Bene.</p>
<p>29-7-1564: He sent a letter to Cardinal Alessandro Farnese.</p>"
1318,79,124,1563-04-25,1563,4,1564-07-29,1564,7,,false,true,"<p>ASPr, Epistolario Scelto, Cavalcanti Giovanni 12.</p>",<p>She was mentioned in letters of his brother Giovanni Cavalcanti.</p>
967,86,1,,1562,,,,,Courtesan,false,false,"DBI, ad vocem",<p>In Paris he was entrusted by the Queen Caterina de' Medici with a diplomatic mission to Cosimo I de' Medici duke of Florence.</p>
1476,429,173,,1562,,,,,Merchant,false,false,"<p>DBI, ad vocem</p>",<p>He was hosted by the Duke of Savoy.</p>
1477,429,124,1562-08-02,1562,8,1564-05-24,1564,5,Scholar,false,true,"<p>DBI, ad vocem</p>",<p>He sent letters to Alfonso Cambi e Francesco Giuntini.</p>
1432,373,171,,1562,,,,,Clergyman,false,false,"<p>DBI, ad vocem</p>",<p>He was appointed Bishop of Saint-Papoul</p>
1241,147,160,1561-12-31,1561,12,,,,Maître d'hôtel of the King,false,false,"<p>ASMo, Archivio Segreto Estense, Cancelleria Sez. Estero, Carteggio di oratori, agenti e corrispondenti fuori d'Italia, Francia, b. 36.</p>",<p>His name appears in a letter of Giulio Alvarotti and Alessandro Fiaschi to the Duke Alfonso II d'Este.</p>
1430,341,163,1561-05-09,1561,5,,,,Clergyman,false,false,"<p>Cheney, Catholic Hierarchy, ad vocem</p>",<p>He was appointed administrator of Albi</p>
1475,429,172,,1561,,,,,Merchant,false,false,"<p>DBI, ad vocem</p>",<p>He was hosted by the Duke of Savoy</p>
1289,173,162,,1561,,,,,Bishop,false,true,"<p>DBI, ad vocem.</p>",<p>He became Bishop of B&eacute;ziers with the approval of the Pope Pio IV and Cosimo I de' Medici.</p>
1397,316,124,1560-11-14,1560,11,,,,Merchant,false,true,"<p>SNSPi, Archivio Salviati, Il Diplomatico, Filze 1, XXVI, num. 423</p>",<p>Giovanni Mannelli from Naples appointed his brother Filippo as his Prosecutor in Lyon</p>
1023,55,125,,1560,5,,,,Clergyman,false,,"De La Rochette, Histoire des éveques de Macon, 2 voll., ad vocem",<p>Bishop of Macon.</p>
1228,152,124,1560-12-10,1560,12,,,,Agent of the Cardinal François de Tournon,false,false,"<p>Gaetano Milanesi, Alcune lettere di Donato Giannotti nuovamente trovate, p. 46.</p>",<p>He moved to Lyon with the Cardinal Fran&ccedil;ois de Tournon.</p>
1457,94,1,1560-09-10,1560,9,,,,Merchant,false,true,"<p>DBI, ad vocem</p>",<p>Death</p>
1641,564,195,1560-01-22,1560,1,,,,Piero Strozzi's widow,false,false,"<p>Dall'Aglio, Cordoglio e speranza</p>",<p>She sent a letter to Roberto Strozzi.</p>
1163,126,124,,1560,7,,,,Merchant,false,true,"Picot, les italiens en France, p. 101",<p>He had claims against the King.</p>
1511,108,124,,1559,,,,,Merchant,false,true,"<p>Focarile, I Mannelli di Firenze, pp. 87-88</p>",<p>He commissioned Giorgio Vasari four paintings to decorate his residence in Lyon.</p>
1524,551,177,,1559,,,,,Merchant,false,true,"<p>Picot, Les italiens en France, pp. 95-96</p>",<p>He was alderman of Poitiers</p>
1210,150,151,1558-06-20,1558,6,,,,Military leader,false,false,"Simonetta, Caterina de' Medici, pp. 281-282",<p>He died at the siege of Thionville</p>
1288,173,151,,1558,6,,,,Soldier,false,false,"<p>DBI, ad vocem.</p>",<p>He took part in the siege fo Thionville with Piero Strozzi.</p>
1301,111,124,1558-08-22,1558,8,,1559,6,Consul of the Florentine Nation in Lyon,false,true,"<p>SNSPi, Archivio Salviati, Il Diplomatico, Filze 1, XXVI, num. 418</p>",<p>He appointed prosecutor in Florence his brother Filippo Mannelli (8-1558). He was Consul of the Florentine Nation in Lyon (from 6-1558 to 6-1559)</p>
1512,108,1,1558-02-28,1558,2,,,,Merchant,false,false,"<p>ASF, CS, Serie III, 96, c. 186</p>",<p>He sent a letter to Roberto Strozzi.</p>
1516,486,178,,1558,,,,,Clergyman,false,true,"<p>Picot, Les italiens en France, pp. 95-96.</p>",<p>He was named Bishop of Nimes.</p>
1446,395,1,1558-05-12,1558,5,,,,,false,false,"<p>Simonetta, Caterina de' Medici, p. 283</p>",<p>Catherine de' Medici gave her a dowry of 50000 lire</p>
1141,76,124,,1558,,,1560,6,Merchant,false,true,"1558: Picot, les italiens en France, p.106
-1559: Picot, Les italiens en France, p. 107","<p>1558- He had business with Tommaso Rinuccini, Lorenzo Capponi and Albizzo Del Bene -from 6-1559 to 6-1560: Consul of the Florentine nation in Lyon.</p>"
1447,396,1,1558-10-04,1558,10,1559-01-13,1559,1,Courtesan,false,false,"<p>Simonetta, Caterina de' Medici, pp. 283-284</p>",<p>10-1558: He was mentioned in a letter of Giovambattista Gondi - 1-1559: He sent a letter to his uncle Roberto Strozzi</p>
1448,396,151,1558-06-29,1558,6,,,,Courtesan,false,false,"<p>Simonetta, Caterina de' Medici, p. 283</p>",<p>He was mentioned in a letter of Giovanbattista Gondi&nbsp;</p>
1396,323,124,1558-08-22,1558,8,,,,Merchant,false,true,"<p>SNSPi, Archivio Salviati, Il Diplomatico, Filze 1, XXVI, num. 418</p>",<p>Raffaello Doni from Lyon appointed his brother Jacopo as his Prosecutor in Florence</p>
966,86,1,,1558,,,,,Courtesan,false,false,"DBI, ad vocem",<p>He obtained from the King the Abbey of Belleville.</p>
1640,55,150,1558-07-31,1558,7,,,,Agent of the Florentine exiles,false,false,"<p>Dall'Aglio, Cordoglio e speranza. In margine a due documenti su Caterina de' Medici, Piero Strozzi e la nazione fiorentina di Lione.</p>",<p>He sent a letter to the Florentine Nation in Lyon.</p>
1158,120,124,,1558,,,,,Merchant,false,true,"Picot, les italiens en France, p.106","<p>He had business with Albizzo Del Bene, Piero and Lorenzo Capponi.</p>"
1178,145,151,1558-06-25,1558,6,,,,Agent of the Strozzi family,false,false,"<p>Simonetta, Caterina de' Medici, pp. 281-283</p>",<p>He sent a letter to Roberto Strozzi.</p>
1188,147,1,1558-06-29,1558,6,1558-10-04,1558,10,Agent of Roberto Strozzi,false,false,"<p>Simonetta, Caterina de' Medici, p. 284; Dall'Aglio, Cordoglio e speranza.</p>",<p>He sent a letters to Roberto Strozzi</p>
1073,73,124,,1558,,,,,Merchant,false,true,"<p>Picot, Les italiens en France, p. 106.</p>","<p>He had business with Piero Capponi, Albizzo Del Bene and Tommaso Rinuccini.</p>"
1642,145,153,1558-06-29,1558,6,,,,Agent of the Strozzi family,false,false,"<p>Dall'Aglio, Cordoglio e speranza</p>",<p>He sent a letter to Roberto Strozzi.</p>
1209,150,140,,1558,1,,,,Military leader,false,false,"Simonetta, Caterina de' Medici, p. 280",<p>He was mentioned in a letter of Odet de Selve</p>
1458,94,1,,1557,,,1559,,Merchant,true,true,,
1072,73,124,,1557,,,,,,true,true,,
1420,305,1,,1557,,,1561,,Courtesan,false,false,"<p>DBI, ad vocem</p>","<p>He's appointed ""Almoner"" of the Queen</p>"
1502,64,124,,1557,8,,1558,5,Merchant,false,true,"<p>1557: ASF, CS, Serie V, 1090, inserto 2, cc. non numerate - 1558: BNF (Paris), Fran&ccedil;ais 20537, c. 90r.</p>",<p>1557: He was mentioned in a contract between Palla Strozzi and Niccol&ograve; Biffoli - 1558: He sent a letter to Fran&ccedil;ois de Guise.</p>
1346,111,124,,1557,,,,,Merchant,true,true,,
1394,321,124,1556-12-22,1556,12,,,,Merchant,false,true,"<p>SNSPi, Archivio Salviati, Il Diplomatico, Filze 1, XXVI, num. 414</p>",<p>Luigi Capponi and Bernardo Pandolfi are witnesses of a notarial deed.</p>
1393,320,124,1556-12-22,1556,12,,,,Merchant,false,false,"<p>SNSPi, Archivio Salviati, Il Diplomatico, Filze 1, XXVI, nu. 414</p>",<p>Notarial deed in Lyon between Alessandro Pitti and the Salviati Bank</p>
1142,111,124,,1556,,,,,Merchant,false,true,"Dubost, La France italienne, p. 218",<p>He had business in Lyon with other Florentine merchants.</p>
1541,555,124,,1556,8,1556-09-05,1556,9,Agent of the Florentine exiles,false,false,"<p>DBI, ad vocem; DBI, Carafa Carlo</p>",<p>He was in Lyon with Cardinal Carlo Carafa.</p>
1540,555,122,1556-06-16,1556,6,1556-08-11,1556,8,Agent of the Florentine exiles,false,false,"<p>DBI, ad vocem; DBI, Carafa Carlo</p>",<p>He went to France with the nephew of Pope Paul IV.</p>
1445,394,126,1556-04-08,1556,4,,,,Military leader,false,false,"<p>Simonetta, Caterina de' Medici, p. 273</p>",<p>He sent a letter to Piero Strozzi</p>
1456,94,1,,1556,,,,,Merchant,false,true,"<p>DBI, ad vocem</p>",<p>He bought a huge palace in Paris</p>
1022,55,117,,1556,4,,,,Clergyman,false,false,"Biron, Dictionnaire d'Histoire et de Géographie ecclésiastiques, vol. 7, ad vocem",<p>Bishop of Bazas.</p>
1208,150,1,,1556,6,,,,Military leader,false,false,"Simonetta, Caterina de' Medici, p. 274",He accompanied cardinal Carafa in France
1515,486,1,,1556,,,,,Clergyman,false,false,"<p>Picot, Les italiens en France, pp. 95-96.</p>",<p>He was named bishop of Lod&egrave;ve.</p>
948,85,124,1556-08-07,1556,8,1559-07-19,1559,7,Banker,false,true,"<p>1556: ASP, Carteggio Farnesiano e Borbonico Estero, Roma, Busta 439.20, fasc. I, cc. 15r-16v - 1557: Doucet, Le grand parti de Lyon, pp. 473-513- 5-1537: BNP, Fran&ccedil;ais, 20537, c. 98r - 8-1557: BNP, Fran&ccedil;ais, 20520, cc. 77r-v - 1558: Picot, Les Italiens en France, p. 106 - 1559: ASP, Epistolario Scelto, Cavalcanti Giovanni, n. 5.</p>","<p>1556: He was mentioned in a letter of Paolo Toscano to Cardinal Alessandro Farnese - 1557: Del Bene sold the Guadagni Bank (which he preside over) to the Capponi family - 5-1557: He sent a letter to Cardinal Charles de Guise - 8-1557: He sent letters to Cardinal Fran&ccedil;ois de Tournon and Cardinal Charles de Guise - 1558: He had business with Tommaso Rinuccini, Piero and Lorenzo Capponi - 1559: He was mentioned in a letter of Giovani Cavalcanti.</p>"
1231,56,138,1556-04-18,1556,4,,,,Courtesan,false,false,"<p>Bramanti, Luigi Alamanni, p. 11</p>",<p>Death.</p>
1395,322,124,1556-12-22,1556,12,,,,Merchant,false,true,"<p>SNSPi, Archivio Salviati, Il Diplomatico, Filze 1, XXVI, num. 414</p>",<p>Luigi Capponi and Bernardo Pandolfi are witnesses in Lyon of a notarial deed</p>
1206,150,153,,1555,10,,,,Military leader,false,false,"Simonetta, Caterina de' Medici, p. 269",He was convoked by the King
1211,151,122,1555-03-22,1555,3,,,,Agent of the Strozzi family,false,false,"<p>Simonetta, Caterina de' Medici, pp. 263-264</p>",He sent a letter to Piero Strozzi
1119,56,112,1555-12-05,1555,12,,,,Courtesan,false,false,"<p>Bramanti, Lettere di Luigi Alamanni, p. 186.</p>",<p>Alamanni wrote a letter to Alessandro Farnese.</p>
1390,111,124,,1555,,,,,Merchant,true,true,,
1205,150,134,1555-07-05,1555,7,1555-07-30,1555,7,Military leader,false,false,"Simonetta, Caterina de' Medici, pp. 268-269",He sent a letter to Montmorency (5/7); He sent a letter to Caterina de' Medici (30/7)
1300,178,124,,1555,,,1562,10,Merchant,false,false,"<p>Orlandi, Affaires et petite vanit&eacute;, pp. 341-357.</p>",<p>He has been trading for seven years in the textile and food sectors. He had also business affaires with Gondi and Capponi. He wrote letters from Lyon.</p>
1207,150,126,,1555,11,,,,Military leader,false,false,"Simonetta, Caterina de' Medici, p. 269",<p>He received licence to go to Italy</p>
1455,94,130,,1555,,,,,Merchant,false,,"<p>Picot, Les italiens en France, p. 90</p>",<p>He sold to Albizzo Del Bene the castle of Perron</p>
947,85,130,,1555,,,,,Merchant,false,false,"Picot, les italiens en France, p. 90",<p>Del Bene bought the Castle of Perron from Guidobaldo Antonio Gondi.</p>
1509,108,124,,1554,,,,,Merchant,false,true,"<p>Focarile, I Mannelli di Firenze, p. 36 - Simoncelli, La Repubblica fiorentina in esilio, pp. 114, 171</p>","<p>He was banished from Florence by the Duke Cosimo I - In may and June 1554, he was mentioned in letters of ambassadors (from Niccol&ograve; da Lorena to the Duke Cosimo I and from the nuncio in France Sebastiano Gualtiero to cardinal Innocenzo Del Monte)</p>"
1391,316,124,1554-04-07,1554,4,,,,Merchant,false,true,"<p>SNSPi, Archivio Salviati, Il Diplomatico, Filze 1, XXVI, num. 412 - 1554: Focarile, I Mannelli di Firenze, p. 36</p>",<p>Piero Mannelli appointed his brother Filippo as his executor. In this year he was banished from Florence by the Duke Cosimo I.</p>
1474,429,124,,1554,,1560-06-06,1560,6,Scholar,false,true,"<p>DBI, ad vocem</p>",<p>He collaborated with the typographer Rouille. He studied and annotated Dante's works. He published some of his works. 6-1560: He was mentioned in a letter of Giovanni Andrea Dell'Anguillara.</p>
1313,274,124,,1554,,,,,Marriage,false,true,"<p>Picot, Les italiens en France, p. 107.</p>",<p>She married Lorenzo Capponi.</p>
1118,56,1,1554-09-30,1554,9,,,,Courtesan,false,false,"<p>Bramanti, Lettere di Luigi Alamanni, pp. 184-185.</p>",<p>Alamanni wrote a letter to Ercole Gonzaga.</p>
1388,111,124,1554-04-07,1554,4,,,,Merchant,false,true,"<p>SNSPi, Archivio Salviati, Il Diplomatico, Filze 1, XXVI, num. 412</p>",<p>Piero Mannelli appointed his brother Filippo as his executor</p>
1285,76,124,,1554,,,1557,,,true,true,,
1389,111,124,,1553,,,,,Merchant,true,true,,
1510,108,124,,1553,,,,,Merchant,true,true,,
1204,150,144,,1553,10,,,,Military leader,false,false,"Simonetta, Caterina de' Medici, p. 246",<p>He was mentioned in a letter of Claudio Tolomei (sienese ambassador)</p>
1140,76,124,,1553,,,,,Merchant,false,true,"Picot, Les italiens en France, p. 107",<p>He had business in Lyon.</p>
1392,316,124,,1552,,,1553,,Merchant,true,true,,
1203,150,148,,1552,11,,,,Military leader,false,false,"Simonetta, Caterina de' Medici, p. 245",<p>He was mentioned in a letter of Claudio Tolomei (sienese ambassador)</p>
1227,152,124,1552-09-28,1552,9,,,,Agent of the Cardinal François de Tournon,false,false,"<p>Soldini, Les R&eacute;publiques de Donato Giannotti (phd thesis), p. 368</p>",<p>He moved to Lyon with Cardinal Fran&ccedil;ois de Tournon.</p>
1071,73,124,,1552,6,,1556,6,Merchant,false,true,"<p>1552-1553: Orlandi, Le Grand Parti - 1553-1554: Picot, Les italiens en France, pp. 106-107 - 1555-1556: Doucet, La banque Capponi &agrave; Lyon, p. 6.</p>",<p>from 6-1552 to 6-1553: He was Consul of the Florentine nation in Lyon - 1553: He became a naturalized French - 1554: He married Elena Guadagni - from 6-1555 to 6-1556: He was Consul of the Florentine nation in Lyon.</p>
1237,56,153,1552-09-06,1552,9,,,,Courtesan,false,false,"<p>Bramanti, Luigi Alamanni, p. 182.</p>",<p>He wrote a letter (unknown addressees).</p>
1387,317,124,1552-05-16,1552,5,,,,Merchant,false,true,"<p>SNSPi, Archivio Salviati, Il Diplomatico, Filze 1, XXVI, num. 409</p>",<p>Piero Mannelli appointed his brother Ippolito as his Prosecutor.</p>
1386,111,124,1552-05-06,1552,5,,,,Merchant,false,true,"<p>SNSPi, Archivio Salviati, Il Diplomatico, Filze 1, XXVI, num. 409</p>",<p>Piero Mannelli appointed his brother Ippolito as his Prosecutor</p>
1468,428,124,1552-09-08,1552,9,,,,Merchant,false,true,"<p>Orlandi, Le Grand Parti</p>",<p>He signed an act in Lyon with the French notary Claude Marchant</p>
1461,94,118,,1551,,,,,Family reasons,false,false,"<p>DBI, Gondi Maria</p>",<p>He was in Blois to attend to the wedding of his daughter Maria with the count Nicolas Grillet</p>
1192,149,118,,1551,2,,,,Military leader,false,false,"Simonetta, Caterina de' Medici, p. 232",<p>He was mentioned in a letter from Luigi Capponi (Florentine ambassador).</p>
1021,155,124,,1551,,,,,Scholar,false,true,"Picot, les italiens en France, p. 96","<p>In Lyon Guillaume Roville (librarian) dedicated his edition of the ""Rime"" of Petrarca to Giovanni Mannelli</p>
<p>&nbsp;</p>"
1202,150,124,,1551,5,,,,Military leader,false,false,"Simonetta, Caterina de' Medici, p. 233",<p>He sent a letter to the French King Henri II</p>
1496,108,124,,1551,6,,1552,6,Consul of the Florentine Nation in Lyon,false,true,"<p>ASF, CS, Serie V, inserto 2.</p>","<p>in the role of Consul of the Florentine nation in Lyon, he sign a note with Palla Strozzi and Giovan Francesco Bini (22-4-1552).</p>"
1116,56,114,1551-07-23,1551,7,,,,Ambassador,false,false,"Bramanti, Lettere di Luigi Alamanni, p. 181","<p>After his mission to Genoa as ambassador of Fran&ccedil;ois I, Alamanni wrote a letter to the Doge of Genoa.</p>"
1193,149,126,1551-09-04,1551,9,,,,Military leader,false,false,"<p>Simonetta, Caterina de' Medici, p. 236</p>",<p>He sent a letter to Catherine de' Medici</p>
1385,315,124,1551-12-30,1551,12,,,,merchandising,false,false,"<p>SNSPi, Archivio Salviati, Il Diplomatico, Filze 1, XXVI, num. 408</p>",<p>Gigli had a debt to Girolamo Panicati and Filippo Mannelli</p>
1442,379,126,,1551,8,,,,Military leader,false,false,"<p>Simonetta, Caterina de' Medici, p. 236.</p>",<p>He was mentioned in a letter of Leone Strozzi to Catherine de' Medici. Corso conspired against Leone Strozzi who killed him.</p>
1463,382,118,,1551,,,,,Family reasons,false,false,"<p>DBI, Gondi Maria</p>",<p>She was in Blois to attend to the wedding of her daughter Maria with the count Nicolas Grillet</p>
1384,316,124,1551-12-30,1551,12,,,,Merchant,false,true,"<p>SNSPi, Archivio Salviati, Il Diplomatico, Filze 1, XXVI, 408</p>",<p>Girolamo Panicati appointed Filippo Mannelli as his Prosecutor in Lyon</p>
1115,56,1,1550-06-30,1550,6,,,,Master of the House of the Queen Caterina de' Medici,false,false,"<p>Bramanti, Lettere di Luigi Alamanni, pp. 175-178.</p>",<p>He wrote a letter to Benedetto Varchi.</p>
1485,462,124,,1550,,,1570,,Post Master,false,true,"<p>Picot, Les italiens, p. 98.</p>",<p>Post Master of the Florentine community in Lyon.</p>
1501,64,124,,1550,,,1553,7,Merchant,false,true,"<p>ASF, CS, Serie V, 1090, inserto 2, cc. non numerate.</p>","<p>Documents, letters and financial records of his business in Lyon.</p>"
1069,127,124,,1550,,,,,Merchant,false,true,"Picot, Les italiens en France, p. 116",<p>Death.</p>
1497,108,124,,1550,6,,1551,6,,true,true,,
1517,487,1,,1550,,,,,Courtesan,false,true,"<p>Histoire et dictionnaire des guerres de religion, p. 882.</p>","<p>He was ""panetier"" of Henry II. He died in 1554 when he was at the service of Piero Strozzi in Italy.</p>"
945,85,124,,1550,1,,1555,,Banker,false,true,"François, Albisse Del Bene, p. 337","<p>Del Bene became the Superintendent of french finances in Italy, Germany and other countries. In 1555 he created the Grand Parti of Lyon.</p>"
1137,110,124,,1549,,,,,Merchant,false,true,"Picot, les italiens en France, p. 96",<p>He had business in Lyon.</p>
1419,305,1,,1549,,,,,Clergyman,false,false,"<p>DBI, ad vocem</p>",<p>The diocese of Saint-Papoul is assigned to him. He moved to Paris.</p>
1479,108,124,,1549,6,,1550,6,Consul of the Florentine Nation in Lyon,false,true,"<p>Biblioteca Estense Universitaria (BEUMo), Autografoteca Campori, Ridolfi Luca Antonio, Fasc. II, c. 42v</p>",<p>He was appointed Consul of the Florentine Nation in Lyon.</p>
995,101,124,,1549,,,,,Banker,false,false,"Picot, les italiens en France, p. 96",<p>He had business in Lyon.</p>
1590,564,187,,1548,1,,,,Wife of Piero Strozzi,false,false,"<p>Dall'Aglio, L'assassino del duca, p. 146</p>","<p>She left Venice for France, with her husband Piero Strozzi.</p>"
1443,381,1,,1548,,,,,Agent of the Medici family,false,false,"<p>Simonetta, Caterina de' Medici, pp. 220, 232</p>","<p>Friend of the Strozzi family, he became a secret agent working for the Medici family</p>"
1282,110,124,,1548,,,,,,true,true,,
1591,150,187,1548-01-18,1548,1,,,,Military leader,false,false,"<p>Dall'Aglio, L'assassino del duca, p. 146</p>",<p>He was mentioned in a letter of Giulio Alvarotti.</p>
1191,149,126,,1548,3,,,,Military leader,false,false,"Dall'Aglio, L'assassino del duca, p. 259",He sent a letter to his brother Piero
1531,553,124,,1548,,,,,Artist,false,true,"<p>Calafati, Entre Florence et la France, p. 13</p>",<p>He worked in the house of Cardinal Fran&ccedil;ois de Tournon.</p>
1589,565,186,,1548,10,,,,Soldier,false,false,"<p>Dall'Aglio, L'assassino del duca, p. 133</p>",<p>He stayed at the bedside of Francesco de' Pazzi.</p>
1588,561,186,,1548,10,,,,Military leader,false,false,"<p>Dall'Aglio, L'assassino del duca, p. 133</p>",<p>Death.</p>
1587,564,1,,1548,10,,,,Wife of Piero Strozzi,false,false,"<p>Dall'Aglio, L'assassino del duca, p. 133</p>",<p>She sent a letter to Clemenza Martelli.</p>
1478,85,124,,1548,,,,,Merchant,false,true,"<p>DBI, Ridolfi Lucantonio</p>",<p>He welcomed the King Henri II in Lyon with Lucantonio Ridolfi</p>
1473,429,124,,1548,,,1551,,Merchant,false,true,"<p>DBI, ad vocem</p>",<p>He was scholar and merchant. 1548: He welcomed the King Henry II in Lyon with Albizzo Del Bene - from 6-1548 to 6-1549: He was appointed Consul of the Florentine Nation in Lyon - 1550-1551: He collaborated with the French typographer Rouille</p>
1439,376,124,,1548,,,,,Musician,false,true,"<p>DBI, Aiolli Francesco</p>",<p>He was the organist at Notre-Dame-de Confort after the death of Francesco Aiolli</p>
1508,155,124,,1548,,,1550,,Scholar,true,true,,
1543,150,181,,1547,3,,1547,4,Military leader,false,false,"<p>DBI, ad vocem</p>",<p>He went to France for the funeral of the King Fran&ccedil;ois I.</p>
1200,150,147,,1547,8,,,,Military leader,false,false,"Simonetta, Caterina de' Medici, p. 203",<p>He was mentioned in a letter of Giovan Battista Ricasoli (Florentine ambassador)</p>
1201,150,122,,1547,9,,,,Military leader,false,false,"Simonetta, Caterina de' Medici, p. 206",He sent a letter to his brother Roberto
1429,341,162,1547-12-07,1547,12,,,,Clergyman,false,false,"<p>Cheaney, Catholic Hierarchy, ad vocem</p>",<p>He was appointed Bishop of B&eacute;ziers</p>
1544,150,1,,1547,5,,1547,6,Military leader,false,false,"<p>DBI, ad vocem</p>",<p>He was in France for the funeral of the King Fran&ccedil;ois I.</p>
1504,155,124,1547-11-11,1547,11,,,,Scholar,false,true,"<p>Lo Re, Lucantonio Ridolfi tra Firenze e Lione, p. 102</p>",<p>He was mentioned in a letter of his friend Lucantonio Ridolfi sent to Benedetto Varchi.</p>
1059,67,1,,1547,,,,,,false,true,DBI ad vocem,<p>He sold a house in Paris to Piero Strozzi.</p>
1542,555,150,,1547,7,,,,Merchant,false,false,"<p>DBI, ad vocem.</p>","<p>He attended the coronation of Henri II and was named ""chevalier de Roi"".</p>"
1545,555,1,,1547,5,,1547,6,Merchant,false,false,"<p>DBI, ad vocem</p>",<p>He was in France with his brother Piero for the funeral of the King Fran&ccedil;ois I.</p>
